,cid,peak_ra,peak_decl,nepoch,official_name,type_dr,smp_peakmag_r,smp_mjd_peakmag_r,smp_nepoch_snr5_r,n_SNspec,n_GALspec,z_best_with_BOSS_HELIO,z_best_err_with_BOSS_HELIO,z_best_with_BOSS_CMB,z_best_err_with_BOSS_CMB,x0,x0err,x1,x1err,c,cerr,pkmjd,pkmjderr,mu,muerr,fitprob,chi2,ndof,delta,deltaerr,av,averr,pkmjd.1,pkmjderr.1,mu.1,muerr.1,fitprob.1,chi2.1,ndof.1,pz_ia,ztp1A_logprob,ztp1A_lc_quality,pz_ibc,ztp1BC_logprob,ztp1BC_lc_quality,pz_ii,ztp2_logprob,ztp2_lc_quality,Nnnz,Pnnz_Ia,Pnnz_Ibc,Pnnz_II,ztp1a_z_moment1,ztp1a_z_moment2),ztp1a_dm_moment1,ztp1a_dm_moment2),ztp1a_av_moment1,ztp1a_av_moment2),ztp1a_tmax_moment1,ztp1a_tmax_moment2),ztp1bc_dm15,ztp2_dm15,x0.1,x0err.1,x1.1,x1err.1,c.1,cerr.1,pkmjd.2,pkmjderr.2,zphot,zphoterr,fitprob.2,chi2.2,ndof.2,p_ia,tp1A_logprob,tp1A_lc_quality,p_ibc,tp1BC_logprob,tp1BC_lc_quality,p_ii,tp2_logprob,tp2_lc_quality,Nnn,Pnn_Ia,Pnn_Ibc,Pnn_II,tp1a_z_moment1,tp1a_z_moment2),tp1a_dm_moment1,tp1a_dm_moment2),tp1a_av_moment1,tp1a_av_moment2),tp1a_tmax_moment1,tp1a_tmax_moment2),tp1bc_dm15,tp2_dm15,host_objid_dr8,ra,decl,host_sep_DR8,host_DLR_DR8,z,zErr,z.1,zErr.1,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,logMass_Ravi,logMass_lo_Ravi,logMass_hi_Ravi,logSSFR_Ravi,logSSFR_lo_Ravi,logSSFR_hi_Ravi,age_Ravi,age_lo_Ravi,age_hi_Ravi,minredchi2_Ravi,logMass_Mat,logMass_lo_Mat,logMass_hi_Mat,logSFR_Mat,logSFR_lo_Mat,logSFR_hi_Mat,age_Mat,minchi2_Mat,dr_notes,is_snia,is_snii,is_snib,is_uk
5997,14479,-4.031123,0.179872,2,\N,Unknown,22.27,54056.2,0,0,0,0.197681,3.6e-05,0.196225,3.6e-05,2.4131e-05,1.44e-06,5,0.132,-0.1717,0.0549,54009.7,0.61,42.9586,0.2429,5.96e-26,286.9,77,-0.6268,0.0986,0.0408,0.2015,54016.2,0.07,42.2964,0.2831,7.02e-27,276.1,68,0.9999,-24.37570,63,0.0000,-28.58000,63,0.0001,-27.51710,63,-1,-1.0000,-1.0000,-1.0000,0.25784,0.0419523540906386,0.60600,0.0118321597242118,-0.50000,0.281992911271692,54016.480,1.18995798605794,304.00,308.00,3.195e-05,2.38e-06,5,0.2218,-0.1638,0.0885,54007.3,0.52,0,0.0041,1.85e-12,143.4,44,0.0009,-23.89960,63,0.0000,-24.39040,63,0.9991,-21.19450,27,413,0.0000,0.0000,1.0000,0.26193,0.0419523540906386,0.60600,0.0118321597242118,-0.52800,0.280998223248223,54016.559,1.30996181658068,304.00,302.00,1237663784195653829,355.9689331055,0.1798155308,0.30912,0.25888,0.233108,0.03496,0.193579,0.0566004,20.3459,0.0891752,19.3969,0.0186523,18.4964,0.0132484,18.0646,0.0122482,17.8516,0.0362152,10.8120,10.7288,10.8533,-10.6890,-10.8739,-10.3940,6.7441,4.6506,8.0792,0.6758,10.6530,10.5260,10.7090,0.5890,0.3000,0.5980,3.5000,6.9700,\N,0,0,0,1
5998,14480,0.017501,0.022962,6,\N,zSNIa,21.889,54008.3,2,0,0,0.330796,0.00011499999999999999,0.32919899999999996,0.00011499999999999999,3.6087e-05,3.47e-06,-0.2297,0.9969,-0.0495,0.0731,54013.2,0.81,41.1961,0.3251,0.52,28,29,0.0107,0.3379,0.1682,0.297,54012.7,0.97,41.3044,0.3187,0.719,25.1,30,0.9749,-0.02050,63,0.0162,-0.09640,62,0.0089,-0.12380,30,\N,\N,\N,\N,0.31557,0.0447213606120711,1.15100,0.157987341480099,0.55300,0.318998432583082,54012.270,1,1.00,1.00,3.1051e-05,4.46e-06,-0.185,1.5768,0.2151,0.1891,54011.4,1.65,0.1742,0.107,0.538,12.9,14,0.9361,-0.02180,63,0.0473,-0.06100,31,0.0166,-0.08570,62,968,0.9711,0.0238,0.0052,0.31843,0.0440454309477302,1.16000,0.157987341480099,0.45900,0.307993510318791,54012.262,0.979795886163199,306.00,301.00,1237663784197423503,0.0175485145,0.0228898562,0.40658,0.77185,0.281435,0.016135,0.303714,0.0521901,24.4598,0.747236,22.1177,0.0825876,20.5127,0.0323699,20.0364,0.0297902,19.653,0.0811941,10.6898,10.5716,10.7962,-14.7344,-33.7489,-12.0188,5.5787,3.5139,7.9787,0.5480,10.4440,10.4250,10.5200,-99.0000,-99.0000,-99.0000,3.5000,4.7600,\N,1,0,0,0
5999,14481,2.681734,0.20130599999999998,7,2006lj,SNIa,21.271,54020.3,7,1,0,0.243538,2.3e-05,0.24206100000000003,2.3e-05,6.4724e-05,3.89e-06,-1.0661,0.4164,-0.1347,0.0472,54020.1,0.32,40.6596,0.2158,0.881,63.6,78,0.2284,0.2031,-0.1949,0.1942,54020,0.33,40.9776,0.1669,0.898,60.8,76,1.0000,-0.02090,63,0.0000,-1.48020,63,0.0000,-5.33720,63,\N,\N,\N,\N,0.26597,0.0320936137432606,1.34000,0.103004855372802,-0.40800,0.227991227877897,54019.422,0.489897943081599,3.00,1.00,6.3898e-05,4.18e-06,-1.0447,0.4419,-0.1844,0.077,54020.3,0.47,0.2722,0.0359,0.64,49.7,54,1.0000,-0.02640,63,0.0000,-1.24870,63,0.0000,-3.34970,62,253,0.8735,0.0040,0.1225,0.27041,0.0282842708902015,1.33800,0.0999999988824129,-0.36300,0.204987805777242,54019.461,0.46043457461034,306.00,301.00,1237663784198537430,2.6814806461,0.2018480152,2.29733,1.63902,0.296852,0.059375,0.249658,0.0959499,21.1601,0.173851,19.8624,0.0257424,18.5397,0.0134379,18.0748,0.0122108,17.6856,0.0319539,11.2148,11.1091,11.3326,-11.2051,-12.8114,-10.7709,7.0087,4.9198,8.1993,0.8840,10.8710,10.8560,10.9420,-99.0000,-99.0000,-99.0000,3.5000,19.2600,\N,1,0,0,0
6010,14495,-1.14723,-1.065784,18,\N,Variable,20.79,54059.2,13,0,0,0.37724,1.4999999999999999e-05,0.375585,1.4999999999999999e-05,7.0402e-05,2.34e-06,5,0.17,-0.1581,0.0311,54042.2,0.3,41.7348,0.194,8.39e-25,219.5,45,-1,0.3,-0.0204,0.0793,54039.1,0.64,41.4096,0.1168,1.33e-38,304.6,49,1.0000,-15.08410,60,0.0000,-144.51860,62,0.0000,-72.25490,60,\N,\N,\N,\N,0.22204,0.0130384047852265,0.60000,0,0.13900,0.104976188217544,54044.820,0.5495452539798,2.00,4.00,6.1959e-05,2.71e-06,4.9949,0.5103,0.1135,0.0468,54047.1,0.05,0.4461,0.0038,4.72e-05,84.7,40,0.9998,-8.46720,62,0.0000,-29.03290,62,0.0002,-10.88940,62,-1,-1.0000,-1.0000,-1.0000,0.22492,0.0122474490047772,0.60000,0,0.19900,0.0979795920382175,54044.852,0.5495452539798,304.00,302.00,1237663275779752280,358.8527832031,-1.0658184290,0.04729,0.07088,0.258292,0.095319,0.207284,0.138718,21.4982,0.130368,21.0961,0.0435373,20.7163,0.0394161,20.671,0.0537994,20.3847,0.153965,9.6839,-99.0000,9.6969,-9.9032,-9.9032,-9.8662,1.4124,1.3975,1.4371,3.7788,9.4000,9.2610,9.5180,1.1260,0.7140,1.1870,0.2500,3.9800,\N,0,0,0,0
6012,14497,9.699224000000001,-1.203352,4,\N,Variable,21.572,54012.3,4,0,0,0.303755,4.6e-05,0.302273,4.6e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9905,-10.06550,63,0.0000,-20.54060,63,0.0095,-11.04870,19,\N,\N,\N,\N,0.22921,0.0219089020234739,0.60000,0.00547722550586848,0.49200,0.177002826556978,54018.289,0.809938280438585,2.00,3.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0001,-9.57350,63,0.0000,-13.74960,63,0.9999,-7.47630,51,677,0.0000,0.0030,0.9970,0.22527,0.0209761770453193,0.60000,0.0063245552404509,0.36900,0.17300288801663,54018.230,0.770064928921446,304.00,305.00,1237663782591004869,9.6992940903,-1.2033802271,0.22862,0.27013,0.325527,0.050209,0.302011,0.099872,20.4073,0.0624806,19.754,0.0189073,18.8746,0.0124609,18.5064,0.0124321,18.1133,0.0275221,10.9915,10.9150,11.0136,-10.5051,-10.5666,-10.3584,5.8239,5.0227,6.3283,2.8110,11.0980,11.0160,11.1680,1.4080,1.2390,1.4360,8.0000,12.9000,\N,0,0,0,0
6013,14498,11.763855,-1.224636,4,\N,zSNIa,21.994,54008.3,3,0,0,0.3465,8.7e-05,0.344993,8.7e-05,2.9595e-05,2.14e-06,-0.0162,0.8779,0.0962,0.0658,54013.2,0.87,41.0238,0.2745,0.981,52.6,76,-0.0749,0.264,0.6411,0.2253,54012.8,0.81,40.9287,0.2304,0.992,50.4,77,0.9681,0.00000,63,0.0316,-0.00040,63,0.0002,-0.00880,63,\N,\N,\N,\N,0.31423,0.0293257561027608,1.24000,0.147003398734331,1.10000,0.22300224024616,54012.090,0.809938280438585,1.00,1.00,2.4342e-05,3.5e-06,-1.1787,0.976,0.2646,0.2017,54010.8,1.5,0.1923,0.1077,0.971,28.8,45,0.8642,0.00000,63,0.1356,-0.00040,63,0.0002,-0.00880,63,200,0.5150,0.4800,0.0050,0.31332,0.0296647940642298,1.24200,0.147986486040665,1.10700,0.230000003057977,54012.078,0.799999991059303,303.00,301.00,1237663782591922280,11.7638950348,-1.2246847153,0.34158,0.43552,0.176176,0.127706,0.128273,0.0899722,24.5303,0.973768,21.5276,0.0737263,20.8042,0.0536535,20.4864,0.0591875,20.2617,0.160997,10.2740,10.1392,10.3860,-10.2337,-10.7370,-9.9649,3.3963,2.1040,5.5409,8.0092,9.7990,9.5390,10.6140,0.2020,-0.6200,0.9430,1.0000,27.6000,\N,1,0,0,0
6033,14521,17.552706,-0.796329,6,\N,Variable,21.979,54037.3,4,0,0,0.547788,0.000194,0.546139,0.000194,2.8018e-05,1.46e-06,5,0.0783,-0.1454,0.0301,54014.6,0.74,42.698,0.2079,0,407.3,77,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-22.54520,62,0.0000,-44.91720,60,0.0000,-27.95080,62,\N,\N,\N,\N,0.31299,0.04847679822451,0.60000,0,1.02300,0.384005206640281,54030.930,2.13002351613562,3.00,4.00,2.5542e-05,1.79e-06,5,0.1325,0.3851,0.0683,54023.4,0.05,0.2125,0.0032,4.6e-22,213.3,50,0.0000,-15.91360,62,0.0000,-20.29070,63,1.0000,-1.79050,63,24,0.0000,0.0417,0.9583,0.31700,0.043011626341709,0.60000,0.00447213589851175,1.07800,0.337994080069153,54031.121,2.09999996366955,306.00,302.00,1237663783131349303,17.5527286530,-0.7963551283,0.15761,0.26705,0.567372,0.088364,0.484459,0.208543,20.636,0.0664184,20.2674,0.0215661,19.7477,0.0187942,19.2793,0.0167064,18.8719,0.0360452,11.2010,11.1245,11.2742,-10.1126,-10.1637,-10.1076,4.7697,3.7463,4.9098,4.9945,10.9070,10.6550,11.2260,1.6260,1.3270,1.8380,5.0000,48.0100,\N,0,0,0,0
6037,14525,16.882795,0.477231,10,\N,zSNIa,20.539,54020.3,14,0,0,0.154365,1.3000000000000001e-05,0.153123,1.3000000000000001e-05,9.7325e-05,4.45e-06,1.323,0.3806,0.2308,0.0339,54016.4,0.31,39.5799,0.1941,0.989,41.9,65,-0.3277,0.0878,0.7915,0.0737,54015.5,0.43,39.5751,0.1032,0.994,43,69,1.0000,-0.00090,63,0.0000,-7.81820,63,0.0000,-24.36050,63,\N,\N,\N,\N,0.15079,0.00836660037707252,0.90200,0.0440454309477302,1.12200,0.121983604153621,54015.602,0.319374385467356,3.00,1.00,9.1455e-05,5.47e-06,1.6963,0.5103,0.3015,0.0513,54016.2,0.42,0.1356,0.0277,0.899,32.5,44,1.0000,-0.00090,63,0.0000,-2.10620,63,0.0000,-1.83270,63,669,0.9776,0.0075,0.0149,0.13297,0.0063245552404509,0.90000,0.043011626341709,1.12800,0.107981481325957,54015.422,0.309838669043206,303.00,301.00,1237663784741634082,16.8827991486,0.4774544239,0.86911,0.97365,0.152265,0.051981,0.14247,0.0684082,21.0214,0.0995412,19.9133,0.021421,19.2403,0.0166262,18.9245,0.0179338,18.8435,0.0508675,10.0016,9.9379,10.0533,-10.4172,-10.7316,-10.2104,5.4685,3.9078,7.0686,0.5281,9.7270,9.6580,9.7890,-0.2090,-0.2350,-0.1950,1.6000,11.0900,\N,1,0,0,0
6044,14532,4.583554,0.546846,6,\N,zSNIbc,21.451,54010.3,5,0,0,0.215785,1.4000000000000001e-05,0.214354,1.4000000000000001e-05,3.9869e-05,3.03e-06,-1.3745,0.6231,0.3028,0.0634,54013.9,0.05,39.8499,0.2398,0.0415,91.8,70,-0.0594,0.2273,1.1683,0.1994,54013.6,0.67,39.903,0.2046,0.134,86.5,73,1.0000,-0.94690,63,0.0000,-2.28650,63,0.0000,-2.97880,63,\N,\N,\N,\N,0.20385,0.0289827533773403,1.33000,0.155016128100884,1.45800,0.320998445925263,54012.980,0.609918034510775,1.00,1.00,3.6847e-05,4.21e-06,-1.0291,0.9824,0.2407,0.1451,54014.3,1,0.1546,0.0877,0.537,40.5,42,1.0000,-0.95470,63,0.0000,-2.24030,63,0.0000,-2.92810,63,72,0.8889,0.0556,0.0556,0.09023,0.00999999987368938,1.33500,0.155016128100884,1.87000,0.251992067388158,54012.711,0.530094320208668,303.00,301.00,1237663277929791716,4.5834350586,0.5468295813,0.47696,0.42689,0.184369,0.032601,0.212084,0.0801048,21.1514,0.133056,19.7041,0.0198329,18.6228,0.0112519,18.081,0.0110733,17.6876,0.0242558,11.2361,11.1705,11.2988,-10.2885,-10.4499,-10.2161,5.2867,3.8604,6.6148,0.1063,10.8460,10.7470,11.1380,-0.0970,-99.0000,0.5080,5.0000,81.6200,\N,0,0,1,0
6047,14535,11.317501,0.5505979999999999,8,\N,Variable,21.956,54020.3,3,0,0,0.870809,0.000606,0.868698,0.000606,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-23.98720,62,0.0000,-41.87610,62,0.0000,-29.20000,62,\N,\N,\N,\N,0.29268,0.0382099471041867,0.60000,0,0.57800,0.287001738840411,54015.262,0.889943816040353,4.00,4.00,2.3927e-05,2.01e-06,5,0.4776,0.2163,0.0993,54019.1,0.04,0.0612,0.003,7.78e-12,114.7,30,0.0000,-12.24180,63,0.0000,-16.75950,63,1.0000,-0.10290,51,361,0.0000,0.0028,0.9972,0.13694,0.0194935890032663,0.60000,0.00547722550586848,0.69800,0.27600725277324,54012.289,0.860232532247382,304.00,305.00,1237663716019274019,11.3175001144,0.5505327582,0.44593,0.54014,\N,\N,\N,\N,21.265,0.0836154,20.7846,0.0279854,20.4468,0.0266961,20.2995,0.0331635,19.9622,0.0770098,10.6444,10.6384,10.6565,-9.6311,-9.7001,-9.4864,0.2785,0.2768,0.2827,17.3354,10.3920,10.0280,10.9580,2.0440,1.4280,2.2140,0.3500,67.2300,\N,0,0,0,0
6048,14536,11.633168,0.544738,3,\N,Unknown,22.209,54010.3,3,0,0,0.474318,0.000146,0.472659,0.000146,1.9047e-05,1.61e-06,2.3211,1.2108,0.1613,0.0837,54008.6,1.35,41.7349,0.3703,0.999,49.6,83,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9942,-0.00040,63,0.0013,-0.00660,63,0.0045,-0.00350,63,\N,\N,\N,\N,0.42989,0.0748331464013404,0.75500,0.129999997042693,1.82400,0.430998847224161,54006.262,1.96010204010643,3.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.8533,-0.00090,63,0.1315,-0.00040,63,0.0152,-0.00130,63,56,0.8929,0.0714,0.0357,0.33283,0.0937550016896839,0.79000,0.157987341480099,1.42000,0.72899932757688,54005.051,1.74985714738079,306.00,301.00,1237663716019405568,11.6331863403,0.5446899533,0.30792,0.54516,0.366612,0.029116,0.366284,0.0575829,23.5814,0.519438,22.7224,0.145386,20.9635,0.0440571,20.3287,0.0371713,20.0345,0.0919705,10.9489,10.7562,11.1933,-10.6410,-15.6278,-10.1573,2.9864,1.8062,5.1777,0.4972,10.7560,10.7120,11.0850,-99.0000,-99.0000,-0.1220,3.5000,15.1600,\N,0,0,0,1
6053,14545,-8.251771000000002,1.017228,9,\N,zSNIa,21.01,54012.2,9,1,0,0.278,0.01,0.276432,0.01,7.0931e-05,3.45e-06,1.1911,0.4707,-0.0612,0.0367,54015.5,0.29,40.7555,0.2335,0.408,91.4,89,-0.2443,0.1178,0.0866,0.1082,54014.3,0.43,40.8473,0.1356,0.651,65.8,71,1.0000,-0.16880,63,0.0000,-9.76960,63,0.0000,-7.24570,63,1975,0.9838,0.0010,0.0152,0.26560,0.0288097201547404,0.94600,0.0579655067546806,0.07900,0.20899761015436,54014.781,0.540370239473331,306.00,301.00,7.1479e-05,3.59e-06,1.1485,0.4712,-0.027,0.0502,54015.4,0.43,0.2545,0.0241,0.64,43,47,1.0000,-0.16880,63,0.0000,-7.32700,63,0.0000,-5.91360,62,1628,0.9730,0.0037,0.0233,0.26560,0.0288097201547404,0.94600,0.0579655067546806,0.07900,0.20899761015436,54014.781,0.540370239473331,306.00,301.00,1237663278461026565,351.7477722168,1.0175908804,2.17761,1.72920,0.280044,0.028747,0.286299,0.0507073,22.1157,0.564242,20.0367,0.0371844,18.5038,0.0154227,17.9264,0.0147148,17.5268,0.0361163,11.5079,11.3868,11.6250,-15.1582,-40.2111,-11.7964,7.0667,4.4667,9.4667,0.1059,11.3080,11.1940,11.4590,-99.0000,-99.0000,-99.0000,7.0000,3.3600,\N,1,0,0,0
6056,14548,5.724594000000001,0.832815,11,\N,zSNIa,21.244,54020.3,11,0,0,0.34028,1.7e-05,0.33871100000000004,1.7e-05,4.6853e-05,2.06e-06,0.5949,0.446,-0.0747,0.0356,54023.5,0.41,41.1356,0.2118,0.275,127.7,119,-0.2486,0.1086,0.1916,0.1087,54022.5,0.34,41.2028,0.1307,0.563,116.9,120,0.9999,-0.00440,63,0.0001,-0.15430,62,0.0000,-0.74710,62,\N,\N,\N,\N,0.24664,0.0367423466182786,1.14300,0.107004673296489,0.34900,0.291993144362295,54021.988,0.730068484712637,3.00,1.00,4.4953e-05,2.13e-06,0.6554,0.451,0.0847,0.0562,54022.7,0.51,0.2566,0.0267,0.239,96,87,1.0000,-0.00040,63,0.0000,-0.15930,63,0.0000,-0.78520,62,1554,0.9910,0.0013,0.0077,0.24539,0.0363318047915813,1.14000,0.104976188217544,0.36200,0.290998279131392,54022.000,0.730068484712637,306.00,301.00,1237657191981449566,5.7245693207,0.8328557611,0.10529,0.17028,0.349662,0.037623,0.330119,0.0597995,21.5387,0.135037,21.0087,0.0387608,20.1944,0.0269789,20.0026,0.034142,19.6293,0.0797833,10.2191,10.1065,10.3354,-10.0934,-10.2020,-9.9672,3.2949,2.1628,4.6522,1.0396,10.2560,10.1050,10.4030,1.0070,0.6270,1.0240,3.5000,5.3500,\N,1,0,0,0
6057,14549,8.181135000000001,0.96339,7,\N,zSNIa,21.438000000000002,54012.3,8,0,0,0.268413,5.3e-05,0.266949,5.3e-05,3.8215e-05,2.83e-06,1.5511,0.8103,0.2418,0.0568,54015.9,0.58,40.604,0.2604,0.667,50.9,56,-0.363,0.1583,0.8966,0.1395,54014.9,0.64,40.468,0.181,0.72,63.6,71,0.9997,-0.08720,63,0.0001,-0.53170,63,0.0002,-0.55440,63,\N,\N,\N,\N,0.25574,0.0340587725152838,0.98900,0.086023252683418,1.18000,0.288998274498544,54015.059,0.660302952825128,3.00,1.00,3.1785e-05,4.02e-06,2.0645,1.0418,0.3948,0.1128,54014.4,0.93,0.1303,0.0703,0.507,34.2,35,0.9929,-0.08250,63,0.0071,-0.20830,63,0.0000,-0.79590,63,550,0.9691,0.0218,0.0091,0.23407,0.0336154724739024,0.98600,0.085029407293919,1.19700,0.300998336925221,54014.891,0.619677338086411,306.00,301.00,1237663716554768585,8.1810712814,0.9635203481,0.51983,0.59662,0.17044,0.016064,0.156285,0.0329885,23.4124,0.837842,20.9577,0.0477103,19.8204,0.026359,19.3124,0.0251665,18.9949,0.0637957,10.7152,10.5682,10.8899,-10.9679,-16.9755,-10.2333,5.5589,3.5589,7.7367,0.9871,10.5820,10.3830,10.6060,-0.3610,-99.0000,0.2460,5.0000,13.9700,\N,1,0,0,0
6058,14551,9.064204,0.924178,3,\N,zSNII,21.11,54047.3,1,0,0,0.248754,1.2e-05,0.247321,1.2e-05,2.466e-05,2.36e-06,1.8256,1.2132,-0.2956,0.0555,54013.9,0.77,42.7015,0.3316,0.115,84.4,70,-0.4918,0.1959,-0.1864,0.2125,54012.8,0.05,42.5916,0.3018,0.00195,115.3,75,0.0207,-1.55440,63,0.0000,-2.61440,63,0.9793,-1.07060,63,\N,\N,\N,\N,0.20830,0.0320936137432606,0.95300,0.128996124148362,-0.22100,0.277992805396436,54012.988,0.870057486081849,3.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0119,-1.43420,63,0.0030,-1.33350,63,0.9851,-0.86010,63,71,0.0000,0.0000,1.0000,0.20615,0.0301662062990579,0.95800,0.127984377404037,-0.20100,0.261992368435005,54012.941,0.830060245096955,306.00,308.00,1237663716555161645,9.0639972687,0.9234930277,2.61351,2.49414,0.259573,0.069558,0.214097,0.0796351,20.6951,0.124037,19.8129,0.029196,19.0738,0.0210546,18.7385,0.0233998,18.7745,0.0804908,10.4344,10.3555,10.5089,-10.1565,-10.3320,-10.0262,3.8140,2.5089,5.4765,1.7392,10.4090,10.1220,10.7440,0.9580,0.4070,1.1730,1.8000,13.9500,\N,0,1,0,0
6060,14553,13.909087,1.00322,3,\N,Variable,21.984,54012.3,0,0,0,0.23313299999999998,3.1e-05,0.231769,3.1e-05,2.3264e-05,2.45e-06,1.7573,1.2133,-0.206,0.0797,54005.7,0.99,42.4902,0.4022,0.523,63.7,65,-0.395,0.2031,-0.0573,0.2591,54004.4,0.99,42.3892,0.3957,0.377,81.3,78,0.9367,-0.41450,63,0.0266,-0.59860,63,0.0367,-0.60210,63,\N,\N,\N,\N,0.22912,0.0464757992543429,0.73900,0.12700393833602,-0.20900,0.360998611726231,54005.059,1.47986487802788,2.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.1203,-0.42020,63,0.8763,-0.23660,63,0.0033,-0.57020,63,34,0.0000,0.0000,1.0000,0.22884,0.0456070170660441,0.73800,0.12700393833602,-0.20600,0.35700140646783,54005.160,1.40996455107423,304.00,301.00,1237663785277194450,13.9091176987,1.0032021999,0.30568,0.41453,0.378426,0.090675,0.307879,0.13619,21.2684,0.120074,20.8249,0.0375473,19.7453,0.022389,19.2235,0.0211564,18.9532,0.0542103,10.6185,10.5368,10.6838,-10.8966,-11.0413,-10.3132,7.0999,5.2257,8.2964,3.6298,10.4410,10.2510,10.6390,-0.5020,-0.6170,0.4410,5.0000,15.9600,\N,0,0,0,0
6061,14554,14.692070000000001,0.888648,3,\N,zSNIa,22.236,53990.4,1,0,0,0.250867,1.1e-05,0.249493,1.1e-05,2.1546e-05,2.4e-06,4.1794,1.5215,0.1139,0.097,53989.9,1.25,42.0761,0.4804,0.527,51.6,53,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9994,-0.00920,63,0.0006,-0.07680,63,0.0000,-0.43180,51,\N,\N,\N,\N,0.30186,0.0701427131668315,0.94300,0.218997712887618,0.63700,0.484994845485825,53997.910,1.89999997239364,1.00,4.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9965,-0.00790,63,0.0033,-0.02590,63,0.0002,-0.04340,63,1038,0.9817,0.0106,0.0077,0.30770,0.0635609945556884,0.92900,0.220997740317569,0.66200,0.447995535612214,53997.859,2.13002351613562,306.00,301.00,1237663785277587625,14.6922016144,0.8887593150,0.55223,0.59486,0.178951,0.075324,0.151513,0.0816442,21.3745,0.165523,20.4938,0.0318729,19.9344,0.0282298,19.7712,0.0357103,19.4917,0.0960827,9.8751,9.8135,9.9427,-10.0249,-10.1117,-9.9744,2.5506,2.0676,3.3803,0.8637,9.8490,9.6440,9.9690,0.8670,0.3910,0.9110,1.0000,5.0100,\N,1,0,0,0
6119,14630,-6.8501199999999995,0.755473,10,\N,Variable,21.361,54011.3,11,0,0,0.352058,7.099999999999999e-05,0.350403,7.099999999999999e-05,4.6653e-05,2.04e-06,5,0.0702,-0.28,0.0113,54025.9,0.54,42.5382,0.1766,5e-27,258,58,-1,0.3,-0.707,0.1029,54021.1,0.46,42.8509,0.161,1.02e-20,221.9,59,1.0000,-55.40010,62,0.0000,-84.16430,63,0.0000,-60.80410,62,\N,\N,\N,\N,0.23434,0.0291547596674883,0.60000,0,-0.33200,0.201990102411566,54024.430,0.909945058264457,2.00,4.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-43.85390,63,0.0000,-46.32240,63,1.0000,-21.06200,51,78,0.0000,0.0000,1.0000,0.22318,0.0141421354451008,0.60000,0,-0.94300,0.0519615249009828,54024.281,0.570087702094223,304.00,305.00,1237663462608339248,353.1498718262,0.7554240227,0.10871,0.11113,0.420626,0.110061,0.293988,0.181874,20.6898,0.0957029,20.4037,0.0334283,19.559,0.0205044,19.1171,0.0215489,18.7519,0.0544862,10.8934,10.8317,10.9452,-10.4069,-10.5155,-10.3923,5.9712,5.5055,6.2467,2.8337,10.9370,10.6310,11.0970,1.3430,1.0890,1.3680,7.0000,18.0100,\N,0,0,0,0
6120,14633,-10.224639,1.0722559999999999,2,\N,zSNII,22.552,54054.2,0,0,0,0.421075,6.8e-05,0.419329,6.8e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0523,-2.76700,62,0.0197,-2.95470,63,0.9281,-2.16490,62,\N,\N,\N,\N,0.26879,0.0440454309477302,0.62000,0.0309838663783002,-0.28000,0.311993593934207,54019.441,2.0400980808017,2.00,4.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0022,-1.33350,63,0.0097,-1.12730,63,0.9880,-0.54820,63,568,0.0000,0.0000,1.0000,0.26841,0.0432434970421373,0.62100,0.0319374383280293,-0.27600,0.303001654983949,54019.320,1.93002588185562,304.00,305.00,1237663463143703219,349.7754821777,1.0722382069,0.45499,0.59264,0.320244,0.051777,0.279751,0.0914868,22.3811,0.401264,21.3088,0.0561301,20.3094,0.03364,20.0053,0.0374056,19.7698,0.112079,10.4874,10.3715,10.6119,-9.9897,-10.1853,-9.8777,2.4150,1.3772,3.9570,0.5595,10.4170,10.1840,10.7770,1.0620,0.5870,1.2250,1.6000,3.5900,\N,0,1,0,0
